Molecule Name,Total Molweight,Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Rotatable Bonds,Ligand,Binding Affinity,Extracted_ZINC,Is_Correct_Alignment
ZINC15676534,308.4,308.4,-0.6836,-0.795,6,1,229.04,0.20302,65.68,-1.4331,none,none,none,none,4,hur_model_ZINC15676534_uff_E=532.88,-5.8,ZINC15676534,True
ZINC15676536,334.419,334.419,-0.6117,-1.368,6,1,237.55,0.28146,93.92,4.053,none,none,none,none,4,hur_model_ZINC15676536_uff_E=708.12,-6.0,ZINC15676536,True
ZINC15707015,396.388,396.388,0.337,-2.491,6,1,273.83,0.16981,65.68,-4.8585,none,none,none,none,6,hur_model_ZINC15707015_uff_E=598.26,-7.4,ZINC15707015,True
ZINC30878591,404.529,404.529,-1.1794,-1.29,7,2,328.91,0.22459,74.52,5.8537,none,none,none,none,6,hur_model_ZINC30878591_uff_E=450.37,-6.7,ZINC30878591,True
ZINC15676538,396.388,396.388,0.37,-2.136,6,1,271.07,0.17154,65.68,-4.9534,none,none,none,none,5,hur_model_ZINC15676538_uff_E=591.00,-6.8,ZINC15676538,True
ZINC20465131,379.455,379.455,-0.6794,-0.596,8,3,285.85,0.27217,94.5,7.6916,none,none,none,none,6,hur_model_ZINC20465131_uff_E=539.94,-6.5,ZINC20465131,True
ZINC30878604,452.617,452.617,0.182,-2.331,6,2,372.42,0.16334,57.45,5.5743,none,none,none,none,8,hur_model_ZINC30878604_uff_E=480.60,-7.7,ZINC30878604,True
ZINC15707024,323.348,323.348,-4.3986,-0.558,8,1,237.41,0.31094,105.81,1.4016,none,none,none,none,7,hur_model_ZINC15707024_uff_E=471.29,-5.7,ZINC15707024,True
ZINC15676544,370.836,370.836,-1.2472,-1.67,7,1,243.1,0.2552,91.13,3.4681,none,none,none,none,3,hur_model_ZINC15676544_uff_E=892.49,-6.1,ZINC15676544,True
ZINC20465137,391.512,391.512,-0.9337,-0.043,8,3,270.36,0.38356,138.96,8.026,none,none,none,none,5,hur_model_ZINC20465137_uff_E=1060.88,-6.2,ZINC20465137,True
ZINC15676546,354.381,354.381,-1.7524,-1.248,7,1,234.03,0.26509,91.13,0.25596,none,none,none,none,3,hur_model_ZINC15676546_uff_E=892.95,-6.0,ZINC15676546,True
ZINC15707029,427.93,427.93,-1.5203,-2.853,6,2,325.84,0.17647,59.04,0.39019,none,none,none,none,7,hur_model_ZINC15707029_uff_E=569.16,-7.7,ZINC15707029,True
ZINC30878616,345.461,345.461,-0.5439,-2.063,5,2,296.89,0.19293,54.21,4.6011,none,none,none,none,7,hur_model_ZINC30878616_uff_E=594.55,-5.1,ZINC30878616,True
ZINC20465140,385.483,385.483,-0.9228,-0.126,8,3,274.42,0.3037,110.72,0.54912,none,none,none,none,5,hur_model_ZINC20465140_uff_E=780.97,-6.4,ZINC20465140,True
ZINC15676548,366.417,366.417,-1.9232,-0.952,8,1,249.94,0.28823,100.36,2.8603,none,none,none,none,4,hur_model_ZINC15676548_uff_E=894.28,-5.8,ZINC15676548,True
