Molecule Name,Total Molweight,Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Rotatable Bonds,Ligand,Binding Affinity,Extracted_ZINC,Is_Correct_Alignment
ZINC67897345,279.363,279.363,-2.8327,0.656,6,1,225.93,0.27451,51.8,4.4291,none,none,none,none,3,hur_model_ZINC67897345_uff_E=583.79,-5.5,ZINC67897345,True
ZINC35426292,403.508,403.508,0.8501,-3.767,7,1,303.0,0.16508,64.47,5.5187,none,none,none,none,5,hur_model_ZINC35426292_uff_E=847.21,-7.9,ZINC35426292,True
ZINC67897347,317.372,317.372,-3.9986,1.912,8,2,225.75,0.27451,80.53,5.2428,none,none,none,none,4,hur_model_ZINC67897347_uff_E=795.43,-5.4,ZINC67897347,True
ZINC67897349,363.46,363.46,-5.0183,0.865,8,2,272.29,0.24841,73.36,5.1594,none,none,none,none,3,hur_model_ZINC67897349_uff_E=683.34,-7.0,ZINC67897349,True
ZINC77266065,260.336,260.336,0.9136,-1.256,4,1,203.77,0.1645,37.63,3.5613,none,none,none,none,2,hur_model_ZINC77266065_uff_E=562.48,-5.6,ZINC77266065,True
ZINC67897350,404.49,404.49,-1.0685,-0.406,8,0,289.23,0.2647,93.12,6.5322,none,none,none,none,5,hur_model_ZINC67897350_uff_E=1016.37,-6.9,ZINC67897350,True
ZINC67897401,314.348,314.348,-1.1871,0.222,8,0,232.15,0.30118,76.38,5.3224,none,none,none,none,3,hur_model_ZINC67897401_uff_E=572.03,-6.5,ZINC67897401,True
ZINC67897634,278.311,278.311,-1.4319,1.052,7,0,204.88,0.29783,67.67,5.6256,none,none,none,none,2,hur_model_ZINC67897634_uff_E=524.18,-5.4,ZINC67897634,True
ZINC67897635,370.408,370.408,-0.0581,-0.136,8,0,274.64,0.25859,76.9,5.3632,none,none,none,none,4,hur_model_ZINC67897635_uff_E=676.36,-6.9,ZINC67897635,True
ZINC77266069,276.277,276.277,-0.52,-1.846,3,2,211.21,0.19265,33.9,-10.17,none,none,none,none,3,hur_model_ZINC77266069_uff_E=317.72,-6.4,ZINC77266069,True
ZINC67897637,334.418,334.418,0.261,0.175,7,0,253.57,0.24064,67.67,2.2493,none,none,none,none,4,hur_model_ZINC67897637_uff_E=584.31,-6.4,ZINC67897637,True
ZINC67897639,346.429,346.429,-0.0878,-0.274,7,0,260.42,0.23431,67.67,0.94976,none,none,none,high,3,hur_model_ZINC67897639_uff_E=606.62,-7.0,ZINC67897639,True
ZINC35426295,389.458,389.458,3.1613,-4.762,7,0,302.2,0.22578,71.43,5.1002,none,none,low,none,5,hur_model_ZINC35426295_uff_E=805.14,-8.1,ZINC35426295,True
ZINC67897641,304.349,304.349,-1.1138,0.536,7,0,219.14,0.27845,67.67,6.4438,none,none,none,none,3,hur_model_ZINC67897641_uff_E=1786.87,-6.0,ZINC67897641,True
ZINC67897643,358.372,358.372,0.1127,-0.432,7,0,258.73,0.23584,67.67,3.9824,none,none,none,none,3,hur_model_ZINC67897643_uff_E=679.62,-6.8,ZINC67897643,True
ZINC77266079,226.275,226.275,-0.0525,-0.901,5,1,180.68,0.28631,58.73,2.1271,none,none,none,none,2,hur_model_ZINC77266079_uff_E=497.64,-6.1,ZINC77266079,True
ZINC67897644,331.331,331.331,-1.5238,0.761,9,0,240.83,0.35751,93.7,6.3197,none,none,none,none,3,hur_model_ZINC67897644_uff_E=775.01,-6.3,ZINC67897644,True
ZINC35426298,340.41,340.41,-1.2724,-1.678,8,2,255.27,0.26682,88.22,4.8413,none,none,none,none,5,hur_model_ZINC35426298_uff_E=738.28,-6.8,ZINC35426298,True
ZINC67897645,341.37,341.37,-0.989,0.677,8,0,251.14,0.28665,80.56,5.3224,none,none,none,none,3,hur_model_ZINC67897645_uff_E=655.61,-6.6,ZINC67897645,True
ZINC67897646,341.37,341.37,-0.989,0.677,8,0,251.14,0.28665,80.56,5.3224,none,none,none,none,3,hur_model_ZINC67897646_uff_E=651.36,-6.3,ZINC67897646,True
ZINC35426301,314.412,314.412,-0.1477,-3.072,6,1,258.71,0.26346,59.49,1.6747,none,none,none,none,5,hur_model_ZINC35426301_uff_E=1792.53,-6.7,ZINC35426301,True
ZINC67897648,341.37,341.37,-0.935,0.653,8,0,251.14,0.28665,80.56,5.3224,none,none,none,none,3,hur_model_ZINC67897648_uff_E=612.05,-6.8,ZINC67897648,True
ZINC77266084,262.332,262.332,-1.7464,-0.226,5,2,216.57,0.27026,51.72,0.063955,none,none,none,none,2,hur_model_ZINC77266084_uff_E=573.34,-6.1,ZINC77266084,True
ZINC67897650,342.358,342.358,-1.9359,1.448,9,0,249.9,0.33197,93.45,5.3224,none,none,none,none,3,hur_model_ZINC67897650_uff_E=612.92,-6.3,ZINC67897650,True
ZINC67897651,314.365,314.365,-1.87,0.632,8,0,215.71,0.35492,93.12,6.7982,none,none,none,none,2,hur_model_ZINC67897651_uff_E=994.26,-6.1,ZINC67897651,True
ZINC35426303,434.441,434.441,1.645,-4.602,7,1,331.41,0.23584,68.72,-6.8577,none,none,none,none,7,hur_model_ZINC35426303_uff_E=623.13,-7.6,ZINC35426303,True
ZINC67897652,390.463,390.463,-0.3858,-0.949,8,0,276.97,0.27642,93.12,0.15237,none,none,none,none,4,hur_model_ZINC67897652_uff_E=1064.52,-7.0,ZINC67897652,True
ZINC67897653,390.463,390.463,-0.2757,0.042,8,0,275.47,0.27792,93.12,-0.22137,none,none,none,none,3,hur_model_ZINC67897653_uff_E=983.64,-7.8,ZINC67897653,True
ZINC00720455,402.498,402.498,-0.1583,-2.9,8,2,291.13,0.2818,114.09,4.1341,none,none,none,none,7,hur_model_ZINC00720455_uff_E=590.52,-6.0,ZINC00720455,True
ZINC67897655,307.353,307.353,-1.2966,0.573,8,1,230.1,0.31499,79.7,6.3111,none,none,none,none,3,hur_model_ZINC67897655_uff_E=553.12,-5.0,ZINC67897655,True
ZINC35426306,396.469,396.469,0.1303,-3.301,8,2,320.56,0.28469,88.95,1.2407,none,none,high,none,6,hur_model_ZINC35426306_uff_E=613.82,-7.5,ZINC35426306,True
ZINC67897656,369.424,369.424,-0.2848,-0.45,8,1,277.6,0.2611,79.7,6.1234,none,none,none,none,4,hur_model_ZINC67897656_uff_E=633.98,-7.0,ZINC67897656,True
ZINC77266092,238.286,238.286,0.0219,-0.816,5,1,188.73,0.25232,54.82,2.7401,none,none,none,none,3,hur_model_ZINC77266092_uff_E=300.18,-5.9,ZINC77266092,True
ZINC67897661,331.434,331.434,-0.7844,-2.008,5,1,264.99,0.20446,43.21,2.8417,none,none,none,none,5,hur_model_ZINC67897661_uff_E=942.63,-6.5,ZINC67897661,True
ZINC67897666,320.368,320.368,-3.1186,-0.773,7,2,250.98,0.32867,86.3,4.3798,none,none,none,none,5,hur_model_ZINC67897666_uff_E=407.58,-6.6,ZINC67897666,True
ZINC35426309,314.412,314.412,-0.00039989,-3.29,6,1,258.71,0.26346,59.49,1.1445,none,none,none,none,4,hur_model_ZINC35426309_uff_E=1038.70,-6.8,ZINC35426309,True
ZINC67897667,290.342,290.342,-3.0486,-0.755,6,2,228.72,0.31694,77.07,4.3134,none,none,none,none,4,hur_model_ZINC67897667_uff_E=379.87,-6.3,ZINC67897667,True
ZINC77266093,211.264,211.264,-1.1963,0.165,5,1,167.93,0.26493,50.52,5.4628,none,none,none,none,2,hur_model_ZINC77266093_uff_E=462.78,-5.5,ZINC77266093,True
ZINC67897669,333.343,333.343,-5.6395,-0.768,8,2,254.0,0.39295,117.2,4.4463,none,none,none,none,5,hur_model_ZINC67897669_uff_E=393.42,-6.8,ZINC67897669,True
ZINC35426312,353.425,353.425,2.2423,-3.629,7,0,279.86,0.2438,71.43,3.7557,none,none,none,none,5,hur_model_ZINC35426312_uff_E=729.08,-7.0,ZINC35426312,True
ZINC67897673,324.787,324.787,-2.4426,-1.491,6,2,244.14,0.29692,77.07,4.3714,none,none,none,none,4,hur_model_ZINC67897673_uff_E=379.54,-6.4,ZINC67897673,True
ZINC77266406,369.424,369.424,0.8045,-0.254,8,0,276.2,0.23378,70.91,5.4833,none,none,none,none,4,hur_model_ZINC77266406_uff_E=732.48,-7.2,ZINC77266406,True
ZINC67897676,253.301,253.301,-1.4853,-0.466,6,1,181.44,0.32215,75.87,4.4427,none,none,none,none,3,hur_model_ZINC67897676_uff_E=800.95,-5.4,ZINC67897676,True
ZINC35426316,428.535,428.535,-0.452,-3.996,8,1,332.79,0.29069,102.01,2.2998,none,none,none,none,6,hur_model_ZINC35426316_uff_E=973.91,-7.8,ZINC35426316,True
ZINC67897678,295.382,295.382,-0.6066,-1.058,6,1,222.72,0.26244,75.87,0.2471,none,none,none,none,4,hur_model_ZINC67897678_uff_E=344.76,-6.6,ZINC67897678,True
ZINC67897679,281.355,281.355,-0.8013,-1.006,6,1,208.96,0.27972,75.87,0.075852,none,none,none,none,3,hur_model_ZINC67897679_uff_E=357.82,-6.5,ZINC67897679,True
ZINC67897684,213.236,213.236,-2.357,0.568,6,1,153.42,0.38098,75.87,6.9209,none,none,none,none,2,hur_model_ZINC67897684_uff_E=303.24,-4.8,ZINC67897684,True
ZINC77266410,303.365,303.365,-0.2512,0.418,7,0,220.7,0.24726,61.68,6.5933,none,none,none,none,3,hur_model_ZINC77266410_uff_E=1863.23,-6.0,ZINC77266410,True
ZINC00036796,340.427,340.427,-1.1163,-2.247,8,2,237.28,0.34575,114.09,2.697,none,none,none,none,4,hur_model_ZINC00036796_uff_E=475.30,-5.7,ZINC00036796,True
ZINC35426319,337.386,337.386,1.5391,-3.368,8,0,261.67,0.29067,84.07,4.6415,none,none,none,none,4,hur_model_ZINC35426319_uff_E=522.64,-7.0,ZINC35426319,True
ZINC67897687,317.388,317.388,-0.0544,-1.137,6,1,242.2,0.24133,75.87,4.502,none,none,none,none,6,hur_model_ZINC67897687_uff_E=387.26,-5.9,ZINC67897687,True
ZINC35426322,411.528,411.528,0.2803,-3.411,8,1,329.8,0.25697,79.8,4.2466,none,none,none,none,4,hur_model_ZINC35426322_uff_E=728.82,-8.3,ZINC35426322,True
ZINC67897688,329.379,329.379,-3.0092,-1.28,7,3,252.89,0.34197,92.86,4.6306,none,none,none,none,4,hur_model_ZINC67897688_uff_E=607.63,-7.4,ZINC67897688,True
ZINC67897689,255.317,255.317,-1.278,-0.162,6,1,191.94,0.30452,75.87,-0.22122,none,none,none,none,4,hur_model_ZINC67897689_uff_E=326.73,-5.6,ZINC67897689,True
ZINC77266413,373.843,373.843,1.4805,-0.972,7,0,269.36,0.20259,61.68,5.5383,none,none,none,none,3,hur_model_ZINC77266413_uff_E=707.96,-7.5,ZINC77266413,True
ZINC67897692,334.351,334.351,-2.9372,-1.466,8,2,248.98,0.37148,95.53,4.2946,none,none,none,none,4,hur_model_ZINC67897692_uff_E=555.00,-6.6,ZINC67897692,True
ZINC35426325,376.482,376.482,1.1406,-4.265,6,1,308.97,0.2206,59.49,3.3392,none,none,none,none,5,hur_model_ZINC35426325_uff_E=719.84,-7.4,ZINC35426325,True
ZINC67897694,291.33,291.33,-3.8636,0.016,7,2,202.47,0.28868,90.01,5.0904,none,none,none,none,4,hur_model_ZINC67897694_uff_E=374.91,-6.7,ZINC67897694,True
ZINC35426328,394.473,394.473,1.2414,-4.579,6,1,315.32,0.21616,59.49,1.9992,none,none,none,none,5,hur_model_ZINC35426328_uff_E=703.50,-8.0,ZINC35426328,True
ZINC67897698,283.327,283.327,-1.9653,-0.117,7,1,205.2,0.33358,85.1,2.033,none,none,none,none,3,hur_model_ZINC67897698_uff_E=396.20,-6.4,ZINC67897698,True
ZINC77266418,357.388,357.388,0.9753,-0.55,7,0,260.29,0.20965,61.68,4.1673,none,none,none,none,3,hur_model_ZINC77266418_uff_E=705.85,-7.5,ZINC77266418,True
ZINC67897699,304.369,304.369,-2.7047,-1.099,6,2,240.98,0.30081,77.07,4.2866,none,none,none,none,4,hur_model_ZINC67897699_uff_E=405.06,-6.5,ZINC67897699,True
ZINC35426331,300.385,300.385,-0.2775,-2.942,6,1,247.71,0.27516,59.49,3.3131,none,none,none,none,3,hur_model_ZINC35426331_uff_E=643.41,-6.7,ZINC35426331,True
ZINC67897702,241.29,241.29,-1.5914,-0.11,6,1,178.18,0.32804,75.87,5.7476,none,none,none,none,3,hur_model_ZINC67897702_uff_E=333.61,-5.9,ZINC67897702,True
ZINC77266420,307.353,307.353,-1.0681,1.313,8,0,230.2,0.2805,70.91,5.4075,none,none,none,none,4,hur_model_ZINC77266420_uff_E=607.85,-5.9,ZINC77266420,True
ZINC67897704,279.299,279.299,-2.8892,1.146,8,2,203.01,0.41087,104.55,5.5753,none,none,none,none,4,hur_model_ZINC67897704_uff_E=523.77,-6.4,ZINC67897704,True
ZINC67897706,253.301,253.301,-1.6326,-0.248,6,1,181.44,0.32215,75.87,6.1593,none,none,none,none,4,hur_model_ZINC67897706_uff_E=1578.47,-5.7,ZINC67897706,True
ZINC35426333,377.471,377.471,0.1397,-3.47,7,1,307.73,0.25714,72.38,3.3392,none,none,none,none,5,hur_model_ZINC35426333_uff_E=719.44,-7.4,ZINC35426333,True
ZINC67897707,325.388,325.388,-3.9089,0.099,8,2,249.55,0.35696,97.38,5.2375,none,none,none,none,3,hur_model_ZINC67897707_uff_E=413.33,-6.6,ZINC67897707,True
ZINC77266425,407.395,407.395,1.7228,-1.014,7,0,283.4,0.19255,61.68,-1.6827,none,none,none,none,4,hur_model_ZINC77266425_uff_E=721.37,-7.7,ZINC77266425,True
ZINC67897712,292.378,292.378,0.6818,-1.857,5,1,220.87,0.23421,58.73,4.9732,none,none,none,none,8,hur_model_ZINC67897712_uff_E=3389.32,-5.5,ZINC67897712,True
ZINC67897718,268.356,268.356,0.9544,-1.365,5,1,219.87,0.23528,58.73,4.3732,none,none,none,none,8,hur_model_ZINC67897718_uff_E=844.85,-5.3,ZINC67897718,True
ZINC35426338,377.471,377.471,0.1397,-3.47,7,1,307.73,0.25714,72.38,3.3392,none,none,none,none,5,hur_model_ZINC35426338_uff_E=728.56,-7.4,ZINC35426338,True
ZINC67897720,354.448,354.448,2.6296,-3.431,5,1,266.87,0.19384,58.73,5.1529,none,none,none,none,8,hur_model_ZINC67897720_uff_E=3428.63,-6.9,ZINC67897720,True
ZINC35426341,370.475,370.475,0.1142,-3.627,7,1,299.49,0.26098,68.72,-0.35167,none,none,none,none,4,hur_model_ZINC35426341_uff_E=744.83,-7.6,ZINC35426341,True
ZINC67897724,387.454,387.454,0.3062,-3.083,7,2,319.05,0.29459,86.21,-1.576,none,none,none,high,9,hur_model_ZINC67897724_uff_E=1351.99,-6.2,ZINC67897724,True
ZINC77266439,226.299,226.299,-2.1975,-0.746,5,2,181.93,0.30583,46.01,0.25958,none,none,none,none,1,hur_model_ZINC77266439_uff_E=381.76,-5.8,ZINC77266439,True
ZINC67897725,359.409,359.409,-3.3791,0.819,9,4,266.8,0.33988,117.34,2.134,none,none,none,high,9,hur_model_ZINC67897725_uff_E=1279.34,-5.9,ZINC67897725,True
ZINC67897728,306.404,306.404,1.1119,-1.969,5,1,234.63,0.22047,58.73,3.3484,none,none,none,high,9,hur_model_ZINC67897728_uff_E=3396.86,-5.3,ZINC67897728,True
ZINC35426344,366.448,366.448,-0.6778,-2.364,8,2,272.29,0.25014,88.22,4.6487,none,none,none,none,5,hur_model_ZINC35426344_uff_E=854.60,-7.1,ZINC35426344,True
ZINC67897731,323.391,323.391,-0.0456,-1.168,7,2,249.58,0.30543,87.83,4.3853,none,none,none,high,6,hur_model_ZINC67897731_uff_E=892.49,-5.8,ZINC67897731,True
ZINC67897732,319.38,319.38,-0.48,-2.04,6,2,247.29,0.26657,81.33,-0.57461,none,none,none,high,8,hur_model_ZINC67897732_uff_E=852.15,-5.8,ZINC67897732,True
ZINC35426347,340.449,340.449,0.4469,-3.758,6,1,275.73,0.2472,59.49,3.7853,none,none,none,none,5,hur_model_ZINC35426347_uff_E=1907.93,-7.3,ZINC35426347,True
ZINC67897747,332.422,332.422,-0.5136,-2.058,6,2,259.85,0.22886,75.34,0.45,none,high,none,high,8,hur_model_ZINC67897747_uff_E=876.50,-6.2,ZINC67897747,True
ZINC77266460,273.359,273.359,-0.7662,-2.09,5,1,215.53,0.22595,40.88,3.5946,none,none,none,none,3,hur_model_ZINC77266460_uff_E=1643.98,-6.5,ZINC77266460,True
ZINC67897763,293.342,293.342,-0.8234,-2.072,6,2,226.98,0.30853,85.24,-1.576,none,none,none,high,7,hur_model_ZINC67897763_uff_E=985.09,-6.1,ZINC67897763,True
ZINC35426350,340.449,340.449,0.5942,-3.976,6,1,275.73,0.2472,59.49,3.3392,none,none,none,none,4,hur_model_ZINC35426350_uff_E=1156.55,-7.1,ZINC35426350,True
ZINC67897765,333.363,333.363,-0.2986,-2.733,7,2,245.29,0.30951,90.56,-0.6978,none,none,none,high,7,hur_model_ZINC67897765_uff_E=1011.11,-6.8,ZINC67897765,True
ZINC67897778,268.379,268.379,-1.1005,-0.455,5,1,234.86,0.23938,42.94,3.5374,none,none,none,none,7,hur_model_ZINC67897778_uff_E=878.08,-5.5,ZINC67897778,True
ZINC67897780,337.442,337.442,-1.6218,-0.686,7,2,278.33,0.29002,72.04,5.9433,none,none,none,none,6,hur_model_ZINC67897780_uff_E=919.77,-5.8,ZINC67897780,True
ZINC67897816,296.389,296.389,-1.7879,-0.902,6,2,248.02,0.29889,60.96,-1.55,none,none,none,none,6,hur_model_ZINC67897816_uff_E=918.67,-5.7,ZINC67897816,True
ZINC67897820,292.362,292.362,-2.7118,0.361,7,3,245.83,0.3624,80.41,2.3837,none,none,none,none,7,hur_model_ZINC67897820_uff_E=1036.42,-5.3,ZINC67897820,True
ZINC67897821,335.446,335.446,1.7035,-2.332,6,1,262.9,0.24013,67.6,3.14,none,none,low,none,5,hur_model_ZINC67897821_uff_E=898.47,-6.6,ZINC67897821,True
ZINC67897851,358.46,358.46,1.0428,-3.528,6,2,279.82,0.24058,80.97,-0.43736,none,none,low,none,7,hur_model_ZINC67897851_uff_E=902.10,-6.3,ZINC67897851,True
ZINC67897853,304.364,304.364,2.4399,-3.009,4,0,238.35,0.16207,38.5,2.4279,none,none,none,none,6,hur_model_ZINC67897853_uff_E=869.80,-6.5,ZINC67897853,True
ZINC77266466,393.388,393.388,1.1584,-3.62,6,1,263.22,0.12799,50.16,-4.2114,none,none,none,none,5,hur_model_ZINC77266466_uff_E=467.34,-7.6,ZINC77266466,True
ZINC67897854,373.427,373.427,1.9186,-3.24,6,1,281.82,0.22401,67.6,4.8306,none,none,none,none,5,hur_model_ZINC67897854_uff_E=921.60,-7.1,ZINC67897854,True
ZINC67897856,369.415,369.415,1.4842,-4.112,5,1,279.53,0.18896,61.1,-0.23237,none,none,none,none,7,hur_model_ZINC67897856_uff_E=893.08,-7.7,ZINC67897856,True
ZINC67897867,382.458,382.458,1.4506,-4.13,5,1,292.09,0.15875,55.11,0.82322,none,high,none,none,7,hur_model_ZINC67897867_uff_E=917.29,-7.2,ZINC67897867,True
ZINC67897873,385.414,385.414,1.1385,-3.816,6,2,285.88,0.23059,81.33,-0.18188,none,none,high,none,7,hur_model_ZINC67897873_uff_E=909.46,-7.1,ZINC67897873,True
ZINC67897894,268.356,268.356,0.9188,-1.31,5,1,213.52,0.24227,58.73,2.818,none,none,none,none,6,hur_model_ZINC67897894_uff_E=856.49,-5.9,ZINC67897894,True
ZINC77266474,272.371,272.371,0.0306,-2.578,4,1,216.77,0.17406,27.99,2.0485,none,none,none,none,2,hur_model_ZINC77266474_uff_E=867.03,-7.2,ZINC77266474,True
ZINC67897895,337.418,337.418,0.3975,-1.541,7,2,256.99,0.29663,87.83,5.1508,none,none,none,none,5,hur_model_ZINC67897895_uff_E=926.47,-6.7,ZINC67897895,True
ZINC19790754,394.929,394.929,1.0305,-2.294,5,1,312.21,0.15032,29.91,5.1034,none,none,none,none,4,hur_model_ZINC19790754_uff_E=904.75,-8.0,ZINC19790754,True
ZINC67897936,296.366,296.366,0.2314,-1.757,6,2,226.68,0.30722,76.75,-2.1947,none,none,none,none,5,hur_model_ZINC67897936_uff_E=904.33,-6.4,ZINC67897936,True
ZINC67897945,254.329,254.329,0.4735,-0.953,5,0,208.26,0.23351,47.73,3.741,none,none,none,none,7,hur_model_ZINC67897945_uff_E=869.40,-5.3,ZINC67897945,True
ZINC04284922,415.394,415.394,1.4677,-4.035,6,1,281.61,0.14222,59.69,-4.3736,none,none,none,none,5,hur_model_ZINC04284922_uff_E=568.00,-7.8,ZINC04284922,True
ZINC77266479,232.306,232.306,-0.8411,-1.544,4,1,188.75,0.19989,27.99,2.9416,none,none,none,none,1,hur_model_ZINC77266479_uff_E=358.77,-5.7,ZINC77266479,True
ZINC67897946,323.391,323.391,-0.0478,-1.184,7,1,251.73,0.29051,76.83,6.1252,none,none,none,none,6,hur_model_ZINC67897946_uff_E=919.92,-5.7,ZINC67897946,True
ZINC04284932,413.5,413.5,0.5964,-3.243,9,2,274.74,0.24827,95.52,5.2159,none,none,none,none,3,hur_model_ZINC04284932_uff_E=612.28,-7.4,ZINC04284932,True
ZINC67897964,332.422,332.422,-0.5158,-2.074,6,1,262.0,0.21515,64.34,2.1733,none,high,none,none,8,hur_model_ZINC67897964_uff_E=907.39,-6.4,ZINC67897964,True
ZINC67897998,278.311,278.311,-1.1378,-0.137,7,2,219.23,0.37176,85.2,2.5917,none,none,none,none,7,hur_model_ZINC67897998_uff_E=1039.41,-5.7,ZINC67897998,True
ZINC67898004,351.425,351.425,1.3834,-3.798,5,1,273.18,0.19335,61.1,1.1076,none,none,none,none,7,hur_model_ZINC67898004_uff_E=892.65,-7.3,ZINC67898004,True
ZINC77266507,309.392,309.392,-0.238,-2.096,5,1,223.76,0.10587,40.93,3.8765,none,none,none,none,3,hur_model_ZINC77266507_uff_E=424.88,-7.3,ZINC77266507,True
ZINC67898015,364.467,364.467,1.3498,-3.816,5,1,285.74,0.16228,55.11,2.1632,none,high,none,none,7,hur_model_ZINC67898015_uff_E=913.47,-7.5,ZINC67898015,True
ZINC67898029,314.384,314.384,1.6517,-3.142,5,1,245.16,0.23062,56.52,-1.3599,none,none,none,none,5,hur_model_ZINC67898029_uff_E=884.50,-6.8,ZINC67898029,True
ZINC77266523,272.371,272.371,-0.1167,-2.36,4,1,216.77,0.17406,27.99,3.5946,none,none,none,none,3,hur_model_ZINC77266523_uff_E=1638.08,-6.5,ZINC77266523,True
ZINC67898032,310.356,310.356,0.7278,-1.879,6,2,242.97,0.29428,75.97,2.6002,none,none,none,none,6,hur_model_ZINC67898032_uff_E=1046.81,-6.7,ZINC67898032,True
ZINC67898038,309.365,309.365,-0.4757,-1.056,7,2,235.82,0.32326,87.83,6.0335,none,none,none,none,5,hur_model_ZINC67898038_uff_E=884.77,-6.3,ZINC67898038,True
ZINC67898057,318.396,318.396,-0.9437,-1.946,6,2,246.09,0.24166,75.34,2.06,none,high,none,none,7,hur_model_ZINC67898057_uff_E=875.26,-6.3,ZINC67898057,True
ZINC67898062,212.248,212.248,-0.767,-0.225,5,1,164.83,0.31384,58.73,3.4617,none,none,none,none,4,hur_model_ZINC67898062_uff_E=808.30,-5.0,ZINC67898062,True
ZINC67898075,279.315,279.315,-1.2535,-1.96,6,2,213.22,0.32844,85.24,0.044288,none,none,none,none,6,hur_model_ZINC67898075_uff_E=982.62,-5.4,ZINC67898075,True
ZINC77266558,323.419,323.419,0.1059,-2.44,5,1,236.02,0.10037,40.93,3.8005,none,none,none,none,3,hur_model_ZINC77266558_uff_E=433.71,-7.3,ZINC77266558,True
ZINC67898090,344.477,344.477,0.3176,-1.778,5,1,296.12,0.18986,42.94,3.586,none,none,none,none,9,hur_model_ZINC67898090_uff_E=943.21,-6.3,ZINC67898090,True
ZINC67898092,413.54,413.54,-0.0621,-2.009,7,1,321.83,0.19563,75.42,6.1953,none,none,none,none,8,hur_model_ZINC67898092_uff_E=1012.87,-7.3,ZINC67898092,True
ZINC77266562,232.286,232.286,-0.0623,-0.589,5,1,176.13,0.2417,48.47,4.3298,none,none,none,none,2,hur_model_ZINC77266562_uff_E=354.06,-5.6,ZINC77266562,True
ZINC67898095,407.512,407.512,1.9529,-2.881,6,1,326.98,0.18377,59.76,5.3862,none,none,none,none,10,hur_model_ZINC67898095_uff_E=966.62,-6.8,ZINC67898095,True
ZINC67898097,377.486,377.486,2.0229,-2.863,5,1,304.72,0.16438,50.53,5.3334,none,none,none,none,9,hur_model_ZINC67898097_uff_E=937.19,-6.3,ZINC67898097,True
ZINC67898098,461.482,461.482,3.1219,-3.886,6,1,344.18,0.17459,59.76,-2.6666,none,none,none,none,11,hur_model_ZINC67898098_uff_E=967.18,-7.0,ZINC67898098,True
ZINC67898100,411.931,411.931,2.6289,-3.599,5,1,320.14,0.15646,50.53,5.3837,none,none,none,none,9,hur_model_ZINC67898100_uff_E=964.83,-6.6,ZINC67898100,True
ZINC77266570,286.378,286.378,1.0623,-1.261,5,0,215.25,0.16102,39.68,3.2682,none,none,none,none,3,hur_model_ZINC77266570_uff_E=869.89,-6.4,ZINC77266570,True
ZINC12482038,440.59,440.59,2.489,-3.539,7,2,343.26,0.2686,116.11,6.7172,none,none,none,none,9,hur_model_ZINC12482038_uff_E=746.04,-6.3,ZINC12482038,True
ZINC67898102,402.496,402.496,1.8585,-3.636,6,1,326.43,0.19499,74.32,1.0534,none,none,none,none,9,hur_model_ZINC67898102_uff_E=1063.02,-6.4,ZINC67898102,True
ZINC67898104,342.461,342.461,0.2518,-2.574,5,1,267.76,0.17318,55.11,3.4768,none,none,none,none,8,hur_model_ZINC67898104_uff_E=1389.25,-6.5,ZINC67898104,True
ZINC67898106,384.542,384.542,1.1305,-3.166,5,1,309.04,0.15005,55.11,-0.54196,none,none,none,none,9,hur_model_ZINC67898106_uff_E=921.51,-6.9,ZINC67898106,True
ZINC77266574,247.321,247.321,-1.9191,-0.227,5,1,201.27,0.24196,40.88,3.2805,none,none,none,none,2,hur_model_ZINC77266574_uff_E=364.88,-4.9,ZINC77266574,True
ZINC67898107,370.515,370.515,0.9358,-3.114,5,1,295.28,0.15704,55.11,-0.74585,none,none,none,none,8,hur_model_ZINC67898107_uff_E=927.38,-7.1,ZINC67898107,True
ZINC67898110,420.555,420.555,1.9193,-2.899,6,1,339.54,0.15798,53.77,5.6286,none,high,none,none,10,hur_model_ZINC67898110_uff_E=972.36,-6.8,ZINC67898110,True
ZINC67898112,395.476,395.476,2.1237,-3.177,5,1,311.07,0.16102,50.53,3.9934,none,none,none,none,9,hur_model_ZINC67898112_uff_E=959.00,-6.1,ZINC67898112,True
ZINC67898115,395.476,395.476,2.1237,-3.177,5,1,311.07,0.16102,50.53,3.9934,none,none,none,none,9,hur_model_ZINC67898115_uff_E=955.46,-7.2,ZINC67898115,True
ZINC35446457,314.795,314.795,1.4005,-3.143,4,1,223.62,0.12803,43.41,2.9478,none,none,none,none,3,hur_model_ZINC35446457_uff_E=579.93,-7.1,ZINC35446457,True
ZINC67898118,397.473,397.473,0.6683,-2.453,7,2,314.52,0.24577,83.9,5.9768,none,none,none,none,10,hur_model_ZINC67898118_uff_E=1110.19,-6.1,ZINC67898118,True
ZINC77266581,317.412,317.412,-1.5274,-0.912,6,1,253.05,0.23197,50.11,-0.3028,none,none,none,none,3,hur_model_ZINC77266581_uff_E=474.50,-6.8,ZINC77266581,True
ZINC35446460,319.835,319.835,2.0821,-3.924,3,1,245.81,0.25642,58.71,2.0979,none,none,none,none,3,hur_model_ZINC35446460_uff_E=761.05,-6.7,ZINC35446460,True
ZINC67898122,344.477,344.477,0.4591,-2.27,5,1,278.26,0.16664,55.11,4.3736,none,none,none,none,9,hur_model_ZINC67898122_uff_E=904.96,-6.3,ZINC67898122,True
